TIMESTAMP,Temp_Avg,RH_Avg
2024/3/2 0:00,54.64760251,10.36540631
2024/3/2 0:05,54.70678567,10.37479919
2024/3/2 0:10,54.67168959,10.37162441
2024/3/2 0:15,54.6202702,10.37281873
2024/3/2 0:20,54.73464102,10.36723892
2024/3/2 0:25,55.1634368,10.35947317
2024/3/2 0:30,55.22664695,10.4047076
2024/3/2 0:35,55.17969151,10.38690053
2024/3/2 0:40,55.20279461,10.36325255
2024/3/2 0:45,55.23024353,10.35931947
2024/3/2 0:50,55.20447098,10.40204831
2024/3/2 0:55,55.18036129,10.39127921
2024/3/2 1:00,55.18416711,10.36516795
2024/3/2 1:05,55.2129551,10.37249125
2024/3/2 1:10,55.15615171,10.37075341
2024/3/2 1:15,55.14469296,10.39347432
2024/3/2 1:20,55.18875729,10.36482155
2024/3/2 1:25,55.21952455,10.36848835
2024/3/2 1:30,54.66730728,10.40323924
2024/3/2 1:35,54.64905415,10.39370638
2024/3/2 1:40,54.71548228,10.37046734
2024/3/2 1:45,54.68146036,10.35965141
2024/3/2 1:50,54.69812382,10.32478706
2024/3/2 1:55,54.74368741,10.39601249
2024/3/2 2:00,55.20628058,10.36723892
2024/3/2 2:05,55.20856359,10.35947317
2024/3/2 2:10,55.11781724,10.4031386
2024/3/2 2:15,55.18453082,10.3986541
2024/3/2 2:20,55.2064137,10.36665008
2024/3/2 2:25,55.16416717,10.35931947
2024/3/2 2:30,55.16818716,10.39848437
2024/3/2 2:35,55.12411557,10.40132817
2024/3/2 2:40,55.14667065,10.42987337
2024/3/2 2:45,55.15981553,10.36088847
2024/3/2 2:50,55.17958231,10.40361731
2024/3/2 2:55,55.21787047,10.39370638
2024/3/2 3:00,55.1974237,10.36869173
2024/3/2 3:05,55.145044,10.3715483
2024/3/2 3:10,55.15887045,10.34847707
2024/3/2 3:15,55.21887529,10.37884572
2024/3/2 3:20,55.18721309,10.36544209
2024/3/2 3:25,55.17629312,10.41304641
2024/3/2 3:30,55.12517072,10.35468169
2024/3/2 3:35,55.14750861,10.36544721
2024/3/2 3:40,55.18880682,10.38814533
2024/3/2 3:45,55.18063425,10.35466837
2024/3/2 3:50,55.22891358,10.41273441
2024/3/2 3:55,55.22325887,10.3694996
2024/3/2 4:00,55.17310219,10.39590762
2024/3/2 4:05,55.21282434,10.40482981
2024/3/2 4:10,55.23038971,10.41431731
2024/3/2 4:15,55.20518426,10.36920435
2024/3/2 4:20,55.17971063,10.40026817
2024/3/2 4:25,55.16046583,10.40452062
2024/3/2 4:30,55.23173457,10.46658035
2024/3/2 4:35,55.18132221,10.373536
2024/3/2 4:40,55.18536553,10.39838942
2024/3/2 4:45,55.22447583,10.32371895
2024/3/2 4:50,54.60397935,10.41462931
2024/3/2 4:55,54.74516369,10.37108444
2024/3/2 5:00,54.63461561,10.39502014
2024/3/2 5:05,54.68964428,10.326981
2024/3/2 5:10,54.74821973,10.36105607
2024/3/2 5:15,54.57623385,10.44972175
2024/3/2 5:20,55.08826666,10.38579844
2024/3/2 5:25,55.22475565,10.32677993
2024/3/2 5:30,55.15543858,10.38555921
2024/3/2 5:35,55.15659526,10.46117165
2024/3/2 5:40,55.22622555,10.38660644
2024/3/2 5:45,55.24142446,10.326331
2024/3/2 5:50,55.15388635,10.40026817
2024/3/2 5:55,55.19779376,10.46137935
2024/3/2 6:00,55.22583292,10.37448269
